,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.KES.price,quote.KES.volume_24h,quote.KES.volume_change_24h,quote.KES.percent_change_1h,quote.KES.percent_change_24h,quote.KES.percent_change_7d,quote.KES.percent_change_30d,quote.KES.percent_change_60d,quote.KES.percent_change_90d,quote.KES.market_cap,quote.KES.market_cap_dominance,quote.KES.fully_diluted_market_cap,quote.KES.tvl,quote.KES.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
12,6636,Polkadot,DOT,polkadot-new,586,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1224168295.2832832,1356427652.588463,True,,13,,,,2023-09-17T00:51:00.000Z,607.4079025258109,12052765983.44216,-14.9329,-0.27208038,0.2281439,-0.94296029,-6.15722055,-19.91666162,-7.88910822,743569496576.6166,0.4833,823904875387.3154,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
13,3890,Polygon,MATIC,polygon,939,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,14,,,,2023-09-17T00:51:00.000Z,76.25877559258282,26756746776.788162,-8.0408,-0.7910975,-1.03869504,-2.57650765,-9.00427518,-29.75773727,-12.1039902,710691300396.6161,0.4619,762587755925.8373,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
14,2,Litecoin,LTC,litecoin,999,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73661757.97743528,84000000.0,False,,15,,,,2023-09-17T00:51:00.000Z,9466.578225824698,33005413959.456196,-17.2588,-0.2727912,-0.98693328,3.54480361,-0.64002791,-29.68929345,-15.70605525,697324794145.1576,0.4533,795192570969.3103,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
15,5994,Shiba Inu,SHIB,shiba-inu,659,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589346914631298.1,589589040239379.6,False,,16,,,,2023-09-17T00:51:00.000Z,0.0010692022841799409,9974098259.671755,-0.8431,-0.66226925,-1.50611869,-2.60749069,-9.06916891,-5.04137064,2.07550185,630131067298.1844,0.4096,630389948550.7458,,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2023-09-17 03:52:53.032318
16,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,1373,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",,162974.76175269,162974.76175269,False,,17,,,,2023-09-17T00:51:00.000Z,3858389.678981451,21919056098.222755,-0.2462,-0.13108129,-0.55334905,2.50080489,-0.75206977,-11.51277586,0.59048006,628820138681.0402,0.4087,628820138680.3641,,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2023-09-17 03:52:53.032318
17,1831,Bitcoin Cash,BCH,bitcoin-cash,773,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19506312.5,19506312.5,False,,18,,,,2023-09-17T00:51:00.000Z,30968.96136988507,27979804693.234325,-40.4103,-1.02637794,-1.99560768,10.67726147,15.10126402,-14.26266988,98.92144235,604090238281.4062,0.3927,650348188767.0082,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
18,1975,Chainlink,LINK,chainlink,1321,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,556849970.4527867,1000000000.0,False,,19,,,,2023-09-17T00:51:00.000Z,909.5622431058198,14864678324.73233,-17.734,-0.44464199,-1.82619849,2.02500351,0.63521525,-10.22733471,21.63410654,506489708198.44617,0.3292,909562243106.0688,,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-09-17 03:52:53.032318
19,3957,UNUS SED LEO,LEO,unus-sed-leo,29,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,929295674.9,985239504.0,False,,20,,,,2023-09-17T00:51:00.000Z,531.5578760021814,86673776.58334272,-0.0546,0.09029865,-0.47707904,-4.40765671,-6.68698958,-8.70232696,3.68152199,493974435127.85767,0.3211,523711818099.04803,,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2023-09-17 03:52:53.032318
20,5805,Avalanche,AVAX,avalanche,516,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,353940899.3660117,431317079.3660117,False,,21,,,,2023-09-17T00:51:00.000Z,1354.8080004119809,12272704715.406849,-6.5493,-0.77055579,-1.24344513,-4.60637357,-12.89445683,-33.2329293,-17.74301147,479521962134.0844,0.3117,975461760297.2,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
21,512,Stellar,XLM,stellar,534,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,27537075969.772533,50001787183.46774,False,,22,,,,2023-09-17T00:51:00.000Z,17.226785962186142,6853546100.855517,-30.0688,-0.66023307,-1.28364685,-9.59260691,3.16504407,-10.62674968,48.9884781,474375313755.73083,0.3084,861370423672.5151,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
22,2563,TrueUSD,TUSD,trueusd,442,2018-03-06T00:00:00.000Z,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'arbitrum-ecosytem', 'bnb-chain', 'usd-stablecoin']",,3104176323.6899996,3104176323.6899996,False,,23,,,,2023-09-17T00:51:00.000Z,145.3746199078715,49379678329.2224,-2.6309,-0.0347073,-0.00093321,0.06273698,0.02005719,-0.06236584,-0.26534292,451268453183.4477,0.2934,451268453183.0046,,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x0000000000085d4780B73119b644AE5ecd22b376,2023-09-17 03:52:53.032318
23,328,Monero,XMR,monero,246,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18332652.79754626,18332652.79754626,True,,24,,,,2023-09-17T00:51:00.000Z,20955.805475152574,4966519366.109886,-37.3233,-0.35721905,-2.32449057,0.61131627,-0.10396618,-14.14746052,5.03924471,384175505868.89105,0.2497,384175505868.75726,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
24,3794,Cosmos,ATOM,cosmos,500,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,364814554.0,364814554.0,True,,25,,,,2023-09-17T00:51:00.000Z,1038.2101523403724,8424436897.999483,-14.5006,-0.17096207,2.48825245,4.79436284,-4.76002798,-23.73720281,-16.55473889,378754173684.325,0.2462,378754173684.4362,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
25,3897,OKB,OKB,okb,104,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio']",,60000000.0,300000000.0,False,,26,246638974.0,10522403362.49717,,2023-09-17T00:51:00.000Z,6207.116563016845,285280636.1437376,30.4865,-0.13131669,0.31888497,1.55859507,-0.28636959,-1.50503094,3.59617011,372426993781.0107,0.2421,1862134968905.4316,,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2023-09-17 03:52:53.032318
26,7083,Uniswap,UNI,uniswap,814,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem']",1000000000.0,577501031.0,1000000000.0,False,,27,,,0.75538929,2023-09-17T00:51:00.000Z,628.2714301716095,9172321283.907602,-2.6171,-0.50858741,-0.57380789,0.74540746,-13.54153395,-27.30030361,-3.30267416,362827398671.949,0.2358,628271430171.6067,480318429647.1586,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2023-09-17 03:52:53.032318
27,4687,Binance USD,BUSD,binance-usd,7285,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem', 'alleged-sec-securities', 'linea-ecosystem']",,2491353783.5881715,2491353783.5881715,True,,28,,,,2023-09-17T00:51:00.000Z,145.5568206380468,78379558231.34741,-16.3844,0.00086047,-0.0034808,0.01464762,-0.06604538,0.03560664,0.05099129,362633535823.6627,0.2357,362633535823.4534,,2023-09-17T00:52:04.000Z,1839.0,BNB Beacon Chain (BEP2),BNB,bnb,BUSD-BD1,2023-09-17 03:52:53.032318
28,1321,Ethereum Classic,ETC,ethereum-classic,452,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio']",210700000.0,143046640.95752263,210700000.0,False,,29,,,,2023-09-17T00:51:00.000Z,2262.130879895621,13355593753.114708,-26.6197,-0.61315498,-0.88771878,1.30725849,2.88022402,-17.65835073,2.41425843,323590223775.3537,0.2103,476630976393.3973,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
29,4642,Hedera,HBAR,hedera,187,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'layer-1']",50000000000.0,33258642434.156925,50000000000.0,False,,30,,,,2023-09-17T00:51:00.000Z,7.4926906704634195,3651402281.4047647,-30.0729,-0.26040111,-0.29488171,6.02248569,-8.6616308,-2.65310054,14.10908616,249196719878.68637,0.162,374634533523.44507,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
30,2280,Filecoin,FIL,filecoin,364,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'filecoin-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,449323339.0,1961406207.0,False,,31,,,,2023-09-17T00:51:00.000Z,479.7032232020052,15309638467.856909,-15.214,-0.77048983,-2.62000825,2.22838382,-4.95656198,-23.42337413,-10.06295284,215541853978.18723,0.1401,940892879506.0411,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
31,8000,Lido DAO,LDO,lido-dao,246,2020-12-15T00:00:00.000Z,"['defi', 'dao', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'arbitrum-ecosytem', 'liquid-staking-derivatives', 'optimism-ecosystem']",1000000000.0,889944741.339532,1000000000.0,False,,32,889944732.4229304,1352026002.7011933,0.09489974,2023-09-17T00:51:00.000Z,221.0337885635653,4813779745.91431,0.0692,-1.08301442,-1.18678753,-0.22361968,-7.89196683,-25.69690063,-11.02916088,196707857790.49893,0.1279,221033788563.93045,2072796504591.6965,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2023-09-17 03:52:53.032318
32,8916,Internet Computer,ICP,internet-computer,178,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,444844053.9165323,506088471.785507,True,,33,444844053.9165323,1321405787.8525927,,2023-09-17T00:51:00.000Z,432.1804079385667,2429624375.059175,-15.4911,-1.12668188,-1.3301748,-8.36352499,-13.55010252,-27.81140258,-25.26162929,192252884690.69266,0.125,218721522188.7956,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
33,27075,Mantle,MNT,mantle,18,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio']",6219316768.0,3234382070.7631407,6219316794.99,False,,34,1843669839.0,745952208.990625,,2023-09-17T00:51:00.000Z,58.86599830510582,2970885997.1579447,-15.8792,-0.08190695,-0.57066916,-1.94736303,-5.58381599,-25.72978458,-15.91657802,190395129495.6077,0.1238,366106290324.11975,,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2023-09-17 03:52:53.032318
34,3635,Cronos,CRO,cronos,198,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments', 'injective-ecosystem']",30263013692.0,25263013692.0,30263013692.0,False,,35,,,,2023-09-17T00:51:00.000Z,7.488383883928052,682783077.7428747,-12.7388,0.78440615,0.23717728,-0.68546715,-1.23757123,-13.16926522,-3.86787368,189179144590.6265,0.123,226621064009.60443,,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,2023-09-17 03:52:53.032318
35,3077,VeChain,VET,vechain,242,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']",86712634466.0,72714516834.0,85985041177.0,False,,36,72714516834.0,1279879628.6342936,,2023-09-17T00:51:00.000Z,2.5608530865068984,5873069417.4092865,0.1865,-0.52867381,-2.07651872,13.49722502,10.72283268,-8.18846651,19.11494262,186211194868.20676,0.121,222058317611.8687,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
36,21794,Aptos,APT,aptos,267,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,235479816.04254797,1055501558.0686523,True,,37,130000000.0,682616118.5801288,,2023-09-17T00:51:00.000Z,763.9586401077775,9927109146.782421,-3.82,-1.16637692,-0.36820499,-2.87554365,-7.92639393,-31.25464975,-21.67900775,179896840036.69455,0.117,806359534933.6539,,2023-09-17T00:52:04.000Z,,,,,,2023-09-17 03:52:53.032318
37,1518,Maker,MKR,maker,377,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets']",1005577.0,977631.03695089,977631.03695089,False,,38,,,0.2499902,2023-09-17T00:51:00.000Z,183940.06568021208,10766818895.160383,-17.4641,-0.32100708,-0.76595627,12.53481099,18.36061148,34.47207149,88.00384753,179825517147.76053,0.1169,184965899426.63013,719330264247.5353,2023-09-17T00:52:04.000Z,1027.0,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2023-09-17 03:52:53.032318
